order_id,order_timestamp,customer_id,product_id,item_name,category,qty,unit_price,discount_pct,region,channel
ORD2025032200093,2025-03-22T03:13:21,C29772,P005,Cotton T-Shirt,Apparel,4,17.73,0.0,West,mobile
ORD2025032200094,2025-03-22T10:33:00,C29182,P008,Olive Oil 500ml,Grocery,1,13.47,0.0,North,mobile
ORD2025032200095,2025-03-22T16:50:16,C10798,P012,Running Shoes,Apparel,1,59.53,0.0,North,web
ORD2025032200096,2025-03-22T23:59:44,C42615,P004,Resistance Bands,Fitness,2,21.77,0.1,East,web
ORD2025032200097,2025-03-22T07:41:03,C43305,P008,Olive Oil 500ml,Grocery,1,12.2,0.05,East,web
ORD2025032200098,2025-03-22T18:45:10,C44402,P008,Olive Oil 500ml,Grocery,2,12.46,0.15,South,mobile
ORD2025032200099,2025-03-22T13:49:12,C15464,P010,Gel Pen Set,Stationery,1,3.84,0.0,East,web
ORD2025032200100,2025-03-22T01:28:07,C35093,P008,Olive Oil 500ml,Grocery,1,12.6,0.0,West,web
ORD2025032200101,2025-03-22T19:15:27,C45022,P001,Wireless Mouse,Electronics,2,34.77,0.0,East,web
ORD2025032200102,2025-03-22T16:23:28,C12941,P002,USB-C Cable,Electronics,1,11.65,0.0,North,mobile
ORD2025032200103,2025-03-22T10:39:20,C49666,P004,Resistance Bands,Fitness,3,17.23,0.0,South,web
ORD2025032200104,2025-03-22T04:44:03,C14911,P012,Running Shoes,Apparel,1,56.84,0.1,West,mobile
ORD2025032200105,2025-03-22T02:03:06,C37871,P007,Coffee Beans 250g,Grocery,1,13.79,0.0,South,web
ORD2025032200106,2025-03-22T14:24:34,C08895,P001,Wireless Mouse,Electronics,1,39.97,0.1,North,web
ORD2025032200107,2025-03-22T23:15:15,C44539,P008,Olive Oil 500ml,Grocery,2,11.47,0.0,South,web
ORD2025032200108,2025-03-22T19:35:21,C14424,P010,Gel Pen Set,Stationery,2,3.14,0.0,West,mobile
ORD2025032200109,2025-03-22T00:32:51,C05619,P009,Notebook A5,Stationery,2,4.7,0.0,North,mobile
ORD2025032200110,2025-03-22T21:00:07,C38778,P006,Denim Jeans,Apparel,2,43.07,0.15,South,store
ORD2025032200111,2025-03-22T06:51:44,C16809,P002,USB-C Cable,Electronics,1,17.08,0.1,South,web
ORD2025032200112,2025-03-22T09:53:12,C13205,P005,Cotton T-Shirt,Apparel,1,22.9,0.05,West,web
ORD2025032200113,2025-03-22T08:45:15,C45372,P002,USB-C Cable,Electronics,1,13.91,0.0,South,web
ORD2025032200114,2025-03-22T11:51:56,C31498,P007,Coffee Beans 250g,Grocery,5,15.61,0.0,South,mobile
ORD2025032200115,2025-03-22T05:11:12,C28559,P002,USB-C Cable,Electronics,1,8.07,0.05,West,web
ORD2025032200116,2025-03-22T02:43:36,C26584,P001,Wireless Mouse,Electronics,2,39.76,0.0,West,web
ORD2025032200117,2025-03-22T03:14:44,C22096,P012,Running Shoes,Apparel,1,73.5,0.15,North,mobile
ORD2025032200118,2025-03-22T00:29:34,C16812,P006,Denim Jeans,Apparel,2,44.77,0.0,West,mobile
ORD2025032200119,2025-03-22T18:02:34,C10421,P005,Cotton T-Shirt,Apparel,2,20.95,0.0,East,mobile
ORD2025032200120,2025-03-22T05:35:12,C02913,P007,Coffee Beans 250g,Grocery,1,14.19,0.15,West,mobile
ORD2025032200121,2025-03-22T00:51:09,C17443,P009,Notebook A5,Stationery,1,8.02,0.0,East,web
ORD2025032200122,2025-03-22T02:31:56,C02918,P007,Coffee Beans 250g,Grocery,2,16.51,0.0,West,web
ORD2025032200123,2025-03-22T08:09:07,C16987,P009,Notebook A5,Stationery,4,8.82,0.05,West,mobile
ORD2025032200124,2025-03-22T13:57:38,C49882,P001,Wireless Mouse,Electronics,1,29.14,0.1,North,store
ORD2025032200125,2025-03-22T08:31:42,C39151,P009,Notebook A5,Stationery,1,7.39,0.1,South,web
ORD2025032200126,2025-03-22T05:09:11,C26163,P012,Running Shoes,Apparel,1,106.85,0.0,East,web
ORD2025032200127,2025-03-22T19:48:25,C35367,P008,Olive Oil 500ml,Grocery,1,11.32,0.0,North,web
ORD2025032200128,2025-03-22T17:40:47,C00097,P004,Resistance Bands,Fitness,1,15.64,0.0,North,store
ORD2025032200129,2025-03-22T07:53:38,C01532,P007,Coffee Beans 250g,Grocery,1,17.99,0.0,North,mobile
ORD2025032200130,2025-03-22T15:41:55,C42336,P009,Notebook A5,Stationery,2,5.49,0.0,East,mobile
ORD2025032200131,2025-03-22T14:49:37,C33735,P008,Olive Oil 500ml,Grocery,2,15.99,0.0,East,mobile
ORD2025032200132,2025-03-22T20:39:45,C37274,P003,Yoga Mat,Fitness,1,27.94,0.1,North,web
ORD2025032200133,2025-03-22T04:48:36,C22020,P003,Yoga Mat,Fitness,1,30.99,0.0,South,web
ORD2025032200134,2025-03-22T05:22:42,C33706,P005,Cotton T-Shirt,Apparel,3,18.36,0.1,South,mobile
ORD2025032200135,2025-03-22T06:49:18,C08475,P003,Yoga Mat,Fitness,1,30.77,0.0,South,mobile
ORD2025032200136,2025-03-22T18:47:22,C18060,P005,Cotton T-Shirt,Apparel,2,24.49,0.0,East,mobile
ORD2025032200137,2025-03-22T05:41:07,C24454,P005,Cotton T-Shirt,Apparel,1,26.08,0.0,North,mobile
ORD2025032200138,2025-03-22T06:45:17,C17511,P004,Resistance Bands,Fitness,1,21.5,0.1,East,web
ORD2025032200139,2025-03-22T20:56:30,C26305,P005,Cotton T-Shirt,Apparel,2,23.07,0.0,West,web
ORD2025032200140,2025-03-22T05:32:08,C00768,P010,Gel Pen Set,Stationery,1,4.1,0.0,West,web
ORD2025032200141,2025-03-22T12:36:50,C46142,P001,Wireless Mouse,Electronics,1,34.32,0.05,South,mobile
ORD2025032200142,2025-03-22T00:56:24,C01269,P008,Olive Oil 500ml,Grocery,5,9.46,0.15,North,web
ORD2025032200143,2025-03-22T18:48:52,C10445,P009,Notebook A5,Stationery,1,4.64,0.0,North,mobile
ORD2025032200144,2025-03-22T11:45:54,C25374,P007,Coffee Beans 250g,Grocery,1,14.98,0.0,East,mobile
ORD2025032200145,2025-03-22T19:23:30,C23945,P002,USB-C Cable,Electronics,2,14.56,0.0,North,web
ORD2025032200146,2025-03-22T14:40:52,C02085,P006,Denim Jeans,Apparel,2,43.05,0.15,South,mobile
ORD2025032200147,2025-03-22T14:09:47,C46488,P003,Yoga Mat,Fitness,1,29.73,0.1,West,mobile
ORD2025032200148,2025-03-22T13:18:05,C31084,P012,Running Shoes,Apparel,1,55.45,0.15,North,mobile
ORD2025032200149,2025-03-22T03:01:34,C38821,P008,Olive Oil 500ml,Grocery,2,14.44,0.0,West,web
ORD2025032200150,2025-03-22T23:16:55,C11709,P010,Gel Pen Set,Stationery,2,3.99,0.0,West,web
ORD2025032200151,2025-03-22T15:06:42,C16463,P008,Olive Oil 500ml,Grocery,4,15.07,0.15,West,web
ORD2025032200152,2025-03-22T11:43:28,C46912,P004,Resistance Bands,Fitness,2,15.45,0.0,West,web
ORD2025032200153,2025-03-22T04:19:46,C20150,P010,Gel Pen Set,Stationery,4,6.02,0.0,South,mobile
ORD2025032200154,2025-03-22T10:49:19,C19617,P008,Olive Oil 500ml,Grocery,1,10.1,0.15,West,web
ORD2025032200155,2025-03-22T16:29:48,C19529,P007,Coffee Beans 250g,Grocery,1,17.12,0.0,North,mobile
ORD2025032200156,2025-03-22T04:06:15,C16854,P007,Coffee Beans 250g,Grocery,1,13.19,0.0,East,web
ORD2025032200157,2025-03-22T13:26:31,C38470,P012,Running Shoes,Apparel,1,78.49,0.0,East,store
ORD2025032200158,2025-03-22T21:30:50,C33082,P003,Yoga Mat,Fitness,1,24.3,0.05,North,web
ORD2025032200159,2025-03-22T19:59:44,C11381,P008,Olive Oil 500ml,Grocery,2,14.05,0.1,South,mobile
ORD2025032200160,2025-03-22T22:14:24,C11170,P012,Running Shoes,Apparel,1,106.07,0.0,South,mobile
ORD2025032200161,2025-03-22T16:54:20,C47410,P004,Resistance Bands,Fitness,2,14.47,0.0,North,mobile
ORD2025032200162,2025-03-22T02:20:32,C08128,P003,Yoga Mat,Fitness,1,18.02,0.0,West,mobile
ORD2025032200163,2025-03-22T22:40:11,C11265,P001,Wireless Mouse,Electronics,1,37.8,0.0,East,mobile
ORD2025032200164,2025-03-22T18:53:39,C25822,P005,Cotton T-Shirt,Apparel,3,17.47,0.0,East,mobile
ORD2025032200165,2025-03-22T23:08:28,C26433,P008,Olive Oil 500ml,Grocery,1,15.55,0.2,North,web
ORD2025032200166,2025-03-22T09:07:44,C41637,P006,Denim Jeans,Apparel,4,49.1,0.0,East,mobile
ORD2025032200167,2025-03-22T23:30:18,C43736,P004,Resistance Bands,Fitness,2,19.91,0.0,North,mobile
ORD2025032200168,2025-03-22T11:11:21,C27223,P012,Running Shoes,Apparel,1,95.99,0.05,West,mobile
ORD2025032200169,2025-03-22T05:32:21,C07639,P005,Cotton T-Shirt,Apparel,2,22.22,0.2,East,web
ORD2025032200170,2025-03-22T16:24:51,C09905,P006,Denim Jeans,Apparel,1,46.53,0.05,South,web
ORD2025032200171,2025-03-22T18:03:46,C47474,P003,Yoga Mat,Fitness,2,20.48,0.0,North,web
ORD2025032200172,2025-03-22T16:15:37,C35017,P002,USB-C Cable,Electronics,3,15.46,0.0,North,web
ORD2025032200173,2025-03-22T05:13:01,C06182,P010,Gel Pen Set,Stationery,1,5.09,0.1,North,mobile
ORD2025032200174,2025-03-22T16:46:50,C16682,P001,Wireless Mouse,Electronics,1,25.89,0.05,East,web
ORD2025032200175,2025-03-22T02:11:02,C30557,P011,Bluetooth Speaker,Electronics,2,70.06,0.0,East,web
ORD2025032200176,2025-03-22T03:39:40,C43816,P008,Olive Oil 500ml,Grocery,1,12.36,0.0,East,mobile
ORD2025032200177,2025-03-22T06:39:09,C41300,P002,USB-C Cable,Electronics,2,8.73,0.0,East,store
ORD2025032200178,2025-03-22T05:36:12,C08750,P009,Notebook A5,Stationery,3,6.87,0.1,East,web
ORD2025032200179,2025-03-22T17:41:59,C25116,P002,USB-C Cable,Electronics,1,13.69,0.0,South,web
ORD2025032200180,2025-03-22T19:13:18,C34353,P004,Resistance Bands,Fitness,1,14.43,0.0,South,mobile
ORD2025032200181,2025-03-22T04:36:57,C04747,P009,Notebook A5,Stationery,1,8.24,0.0,East,web
ORD2025032200182,2025-03-22T03:58:51,C45535,P002,USB-C Cable,Electronics,2,13.21,0.15,West,web
ORD2025032200183,2025-03-22T10:36:13,C23412,P004,Resistance Bands,Fitness,3,18.0,0.1,South,store
ORD2025032200184,2025-03-22T19:01:25,C43477,P003,Yoga Mat,Fitness,1,26.3,0.0,East,mobile
ORD2025032200185,2025-03-22T09:32:48,C12506,P002,USB-C Cable,Electronics,2,9.05,0.05,East,web
ORD2025032200186,2025-03-22T00:04:01,C46472,P003,Yoga Mat,Fitness,1,25.62,0.1,North,mobile
ORD2025032200187,2025-03-22T23:27:14,C46193,P002,USB-C Cable,Electronics,2,17.62,0.0,South,mobile
ORD2025032200188,2025-03-22T02:26:09,C40716,P005,Cotton T-Shirt,Apparel,3,16.51,0.0,South,store
ORD2025032200189,2025-03-22T14:49:17,C30890,P010,Gel Pen Set,Stationery,2,6.89,0.1,North,mobile
ORD2025032200190,2025-03-22T05:40:07,C30306,P005,Cotton T-Shirt,Apparel,2,21.18,0.05,West,web
ORD2025032200191,2025-03-22T12:14:36,C31360,P006,Denim Jeans,Apparel,1,47.47,0.0,South,mobile
ORD2025032200192,2025-03-22T04:17:30,C09381,P007,Coffee Beans 250g,Grocery,1,12.52,0.05,East,web
ORD2025032200193,2025-03-22T23:47:45,C10117,P004,Resistance Bands,Fitness,1,15.74,0.1,South,web
ORD2025032200194,2025-03-22T05:09:05,C20123,P010,Gel Pen Set,Stationery,1,5.29,0.0,North,mobile
ORD2025032200195,2025-03-22T04:38:55,C22512,P007,Coffee Beans 250g,Grocery,1,17.91,0.0,East,web
ORD2025032200196,2025-03-22T09:38:07,C09927,P008,Olive Oil 500ml,Grocery,1,15.42,0.0,South,mobile
ORD2025032200197,2025-03-22T08:41:12,C05011,P005,Cotton T-Shirt,Apparel,1,22.57,0.15,South,mobile
ORD2025032200198,2025-03-22T13:49:32,C33466,P003,Yoga Mat,Fitness,2,19.57,0.0,West,mobile
ORD2025032200199,2025-03-22T08:26:56,C21488,P002,USB-C Cable,Electronics,1,14.03,0.0,South,mobile
ORD2025032200200,2025-03-22T22:17:51,C41139,P010,Gel Pen Set,Stationery,2,6.17,0.0,North,mobile
ORD2025032200201,2025-03-22T07:04:32,C42425,P007,Coffee Beans 250g,Grocery,1,14.18,0.05,South,mobile
ORD2025032200202,2025-03-22T02:43:38,C32857,P004,Resistance Bands,Fitness,1,17.45,0.05,East,store
ORD2025032200203,2025-03-22T18:47:01,C35937,P005,Cotton T-Shirt,Apparel,1,20.52,0.0,North,mobile
ORD2025032200204,2025-03-22T05:59:50,C42078,P005,Cotton T-Shirt,Apparel,1,20.34,0.0,West,mobile
ORD2025032200205,2025-03-22T00:09:16,C18835,P012,Running Shoes,Apparel,1,83.87,0.0,North,web
ORD2025032200206,2025-03-22T13:28:13,C43375,P012,Running Shoes,Apparel,1,68.77,0.0,East,web
ORD2025032200207,2025-03-22T12:48:29,C38495,P010,Gel Pen Set,Stationery,2,4.4,0.1,East,mobile
ORD2025032200208,2025-03-22T03:07:37,C14918,P007,Coffee Beans 250g,Grocery,1,14.86,0.0,East,web
ORD2025032200209,2025-03-22T15:14:56,C38977,P011,Bluetooth Speaker,Electronics,1,66.39,0.0,North,web
ORD2025032200210,2025-03-22T05:07:33,C41208,P002,USB-C Cable,Electronics,3,10.57,0.05,West,mobile
ORD2025032200211,2025-03-22T15:51:43,C39952,P011,Bluetooth Speaker,Electronics,4,54.7,0.0,East,mobile
ORD2025032200212,2025-03-22T20:37:42,C04977,P003,Yoga Mat,Fitness,1,29.77,0.0,South,mobile
ORD2025032200213,2025-03-22T17:32:02,C24934,P011,Bluetooth Speaker,Electronics,1,59.13,0.0,West,web
ORD2025032200214,2025-03-22T17:01:00,C18061,P001,Wireless Mouse,Electronics,5,30.14,0.05,North,web
ORD2025032200215,2025-03-22T20:57:33,C36671,P010,Gel Pen Set,Stationery,1,4.92,0.05,South,mobile
ORD2025032200216,2025-03-22T03:51:57,C17120,P012,Running Shoes,Apparel,2,89.2,0.0,South,mobile
ORD2025032200217,2025-03-22T13:20:00,C28171,P005,Cotton T-Shirt,Apparel,1,22.86,0.0,East,web
ORD2025032200218,2025-03-22T08:04:03,C26890,P009,Notebook A5,Stationery,1,6.66,0.2,North,store
ORD2025032200219,2025-03-22T06:19:30,C26446,P006,Denim Jeans,Apparel,4,55.72,0.0,North,mobile
ORD2025032200220,2025-03-22T01:26:43,C00860,P003,Yoga Mat,Fitness,1,21.59,0.0,South,mobile
ORD2025032200221,2025-03-22T01:29:06,C42362,P002,USB-C Cable,Electronics,1,10.78,0.05,West,web
ORD2025032200222,2025-03-22T09:17:50,C12029,P003,Yoga Mat,Fitness,1,25.5,0.0,East,store
ORD2025032200223,2025-03-22T20:34:51,C15685,P011,Bluetooth Speaker,Electronics,1,73.86,0.1,East,mobile
ORD2025032200224,2025-03-22T08:07:27,C26227,P005,Cotton T-Shirt,Apparel,1,25.02,0.0,West,web
ORD2025032200225,2025-03-22T21:29:37,C49325,P001,Wireless Mouse,Electronics,1,31.03,0.05,South,mobile
ORD2025032200226,2025-03-22T06:14:07,C36565,P009,Notebook A5,Stationery,2,7.96,0.0,South,web
ORD2025032200227,2025-03-22T19:41:25,C14825,P010,Gel Pen Set,Stationery,3,4.8,0.0,North,mobile
ORD2025032200228,2025-03-22T01:55:32,C29705,P004,Resistance Bands,Fitness,1,13.44,0.05,North,mobile
ORD2025032200229,2025-03-22T20:37:34,C42161,P005,Cotton T-Shirt,Apparel,1,21.91,0.05,West,store
ORD2025032200230,2025-03-22T02:09:47,C34568,P010,Gel Pen Set,Stationery,2,4.51,0.05,North,web
ORD2025032200231,2025-03-22T06:02:36,C39573,P009,Notebook A5,Stationery,2,6.78,0.0,West,web
ORD2025032200232,2025-03-22T01:50:38,C39016,P002,USB-C Cable,Electronics,2,14.02,0.05,West,web
ORD2025032200233,2025-03-22T04:36:45,C15774,P007,Coffee Beans 250g,Grocery,3,14.14,0.0,South,web
ORD2025032200234,2025-03-22T07:25:28,C41715,P007,Coffee Beans 250g,Grocery,5,14.71,0.0,East,store
ORD2025032200235,2025-03-22T20:15:28,C40110,P012,Running Shoes,Apparel,1,97.43,0.15,South,web
ORD2025032200236,2025-03-22T23:17:38,C40494,P012,Running Shoes,Apparel,3,57.47,0.15,North,mobile
ORD2025032200237,2025-03-22T12:45:27,C21429,P007,Coffee Beans 250g,Grocery,1,16.93,0.05,South,mobile
ORD2025032200238,2025-03-22T09:06:28,C04704,P012,Running Shoes,Apparel,4,78.67,0.1,East,web
ORD2025032200239,2025-03-22T17:48:37,C43866,P010,Gel Pen Set,Stationery,4,3.83,0.1,East,web
